Class_Name_1,URI_1,Instances_Names_1,Class_Name_2,URI_2,Instances_Names_2,Relation
insect,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:insect," large butterfly ,  european rhinoceros beetle ,  dugesiidae ",Convention,http://dbpedia.org/ontology/Convention," Tokyo Idol Festival ,  Eurofurence ,  DC State Fair ",0
insect,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:insect," larder beetle ,  gradungulidae ,  metretopodidae ",Drug,http://dbpedia.org/ontology/Drug," Coronation chicken ,  6-MAPDB ,  Elopiprazole ",0
insect,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:insect," scythrididae ,  deathwatch beetles ,  milnesiidae ",Insect,http://dbpedia.org/ontology/Insect," Ectopatria umbrosa ,  Arcina ,  Hippotion chloris ",1
insect,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:insect," apple grain aphid ,  craterostigmidae ,  cabbage worm ",Instrument,http://dbpedia.org/ontology/Instrument,,0
island,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:island," alden new york ,  coats north carolina ,  cook acres indiana ",City,http://dbpedia.org/ontology/City," Dakota, Minnesota ,  Arlington, Iowa ,  La Mirada, California ",0
island,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:island," taveuni island ,  tulelake california ,  gateway arkansas ",Disease,http://dbpedia.org/ontology/Disease," RASopathy ,  Mittelschmerz ,  Binswanger's disease ",0
island,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:island," nashport ohio ,  baxter kentucky ,  morgantown pennsylvania ",Island,http://dbpedia.org/ontology/Island," Mabel Island ,  Rossøya ,  Dhanbidhoo ",1
island,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:island," norwood georgia ,  montezuma georgia ,  sharon kansas ",Language,http://dbpedia.org/ontology/Language," Eblen Hills ,  Ezhil (programming language) ,  Arabela language ",0
island,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:island," paron arkansas ,  delray beach ,  bingham utah ",Plant,http://dbpedia.org/ontology/Plant," Guardsman ,  Rafflesia ,  Solandra grandiflora ",0
island,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:island," landfall village minnesota ,  continental ohio ,  bloomingrose west virginia ",ShoppingMall,http://dbpedia.org/ontology/ShoppingMall," Lincolnwood Town Center ,  Westfield Belconnen ,  Enterprise Square Five ",0
journalist,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:journalist," dale gates ,  jim huffman ,  bill ellis ",Astronaut,http://dbpedia.org/ontology/Astronaut," Jim Wetherbee ,  Brian Duffy (astronaut) ,  Jeffrey Ashby ",0
journalist,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:journalist," andrea stephenson ,  roberto anderson ,  digna anderson ",BusinessPerson,http://dbpedia.org/ontology/BusinessPerson," Fred Chang ,  Daniel A. Epstein ,  Marcy Blum ",0
journalist,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:journalist," nimo ahmed ,  andy lloyd ,  john mcmullen ",Hospital,http://dbpedia.org/ontology/Hospital," S.S. Gida Hospital ,  Massac Memorial Hospital ,  Danvers State Hospital ",0
journalist,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:journalist," gianni anderson ,  anais anderson ,  anna williams ",Instrumentalist,http://dbpedia.org/ontology/Instrumentalist," Luke Morley ,  Toby MacFarlaine ,  Mick Slaven ",0
journalist,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:journalist," john perschke ,  rebecca robinson ,  pamula anderson ",Journalist,http://dbpedia.org/ontology/Journalist," Alexander Begg (1825–1905) ,  Marina O'Loughlin ,  Shagufta Yaqub ",1
judge,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:judge," justice moyer ,  justice holmes ,  chief judge michael boudin ",Bridge,http://dbpedia.org/ontology/Bridge," Aray Bridge ,  Sultan Idris Shah II Bridge ,  Captain William J. Hudson ""Steamboat Bill"" Memorial Bridges ",0
judge,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:judge," judge flannigan ,  justice schemes ,  judge pucinski ",Judge,http://dbpedia.org/ontology/Judge," Herbert William Christenberry ,  Randall B. Kester ,  Stephanie A. Finley ",1
lake,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:lake," pomeroy reservoir ,  mead creek ,  ross lake ",Airport,http://dbpedia.org/ontology/Airport," Wageni Airport ,  Esenboğa International Airport ,  Avon Park Executive Airport ",0
lake,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:lake," mccarthy pond ,  pancake lake ,  lake baldegg ",Cave,http://dbpedia.org/ontology/Cave," Spook Cave ,  Abukuma-do ,  Cave Stream ",0
lake,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:lake," little whitefish lake ,  kiwanis lake ,  cat mountain pond ",Island,http://dbpedia.org/ontology/Island," Santa Catalina Island, Colombia ,  Operl Island (Alaska) ,  Tsarabanjina ",0
lake,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:lake," metz pond ,  bread pond ,  bertrand lake ",Lake,http://dbpedia.org/ontology/Lake," Lake Lahontan (reservoir) ,  Lake Limestone ,  History of mentalities ",1
lake,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:lake," little huron pond ,  little crane pond ,  nabek lake ",Planet,http://dbpedia.org/ontology/Planet," Kepler-23b ,  4833 Meges ,  166P/NEAT ",0
lake,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:lake," burke pond ,  dumont lake ,  jinyang lake ",Race,http://dbpedia.org/ontology/Race," Victory Ride Stakes ,  Les 3 Jours de Vaucluse ,  Asahi Hai Futurity Stakes ",0
language,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:language," sonoran languages ,  espa ol ,  banggai language ",Language,http://dbpedia.org/ontology/Language," Pure Data ,  Galoli language ,  Barrow Point language ",1
language,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:language," kang language ,  english australian language ,  korean korean ",ProgrammingLanguage,http://dbpedia.org/ontology/ProgrammingLanguage," Visual Objects ,  Regulatory taking ,  Kuroth's Quill ",0
lymphnode,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:lymphnode," roof of mouth lymph nodes ,  lymph nodes in arm ,  swollen lymph nodes neck shoulder ",Disease,http://dbpedia.org/ontology/Disease," Ferrier carbocyclization ,  Alternation (linguistics) ,  Deductible ",0
lymphnode,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:lymphnode," intraglandular lymph nodes ,  recurrent enlarged lymph nodes ,  elongated lymph nodes ",Lymph,http://dbpedia.org/ontology/Lymph," Intercostal lymph nodes ,  Lunar node ,  Hepatic lymph nodes ",1
magazine,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:magazine," modern dog magazine ,  fantasy science fiction magazine ,  beckett baseball card monthly magazine ",Magazine,http://dbpedia.org/ontology/Magazine," Helix SF ,  Physics World ,  Cancer Therapy Advisor ",1
mammal,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:mammal," andaman white toothed shrew ,  bontebok ,  n1 500 babies ",City,http://dbpedia.org/ontology/City," Chhotaputki ,  Bydgoszcz ,  Esbon, Kansas ",0
mammal,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:mammal," northern flying squirrel ,  needs animals ,  wallabies ",Mammal,http://dbpedia.org/ontology/Mammal," Oligoryzomys andinus ,  Cozumel Island coati ,  Pholidocercus ",1
mediatype,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:mediatype," usb flash disk drive ,  websites home print page search text search type search ,  computer graphic books ",Award,http://dbpedia.org/ontology/Award," Bola de Ouro ,  Medal of Merit of the Dominican Woman ,  Shellback (record producer) ",0
mediatype,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:mediatype," compact discs ,  erudite books ,  genealogy publications ",Media,http://dbpedia.org/ontology/Media,,1
mediatype,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:mediatype," deposit cds ,  few books ,  books shops ",TelevisionShow,http://dbpedia.org/ontology/TelevisionShow," This Is It (concerts) ,  Mask Man (cartoon) ,  The Perfect American ",0
mediatype,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:mediatype," planning journals ,  dvd video ,  martial arts publications ",Weapon,http://dbpedia.org/ontology/Weapon," Plasan Sand Cat ,  Ngaw ,  CITER 155mm L33 gun ",0
model,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:model," breann nelson ,  moderator model ,  topic model ",Hotel,http://dbpedia.org/ontology/Hotel," ITC Grand Chola Hotel ,  Westin Westminster ,  Sport Hotel ",0
model,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:model," ariel seitler ,  surf model ,  elizabeth carlson ",Model,http://dbpedia.org/ontology/Model," Massimiliano Neri ,  Imaan Hammam ,  Lara Bingle ",1
model,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:model," piece model ,  joanne klein ,  olga akhunova ",MusicalArtist,http://dbpedia.org/ontology/MusicalArtist," Lisandro Meza ,  Kirsten Flagstad ,  Eric Ambel ",0
mollusk,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:mollusk," nycteridae ,  diaphanoidea ,  oreohelicidae ",Colour,http://dbpedia.org/ontology/Colour," The Chimes of Midnight ,  Color Quality Scale ,  Blue-green ",0
mollusk,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:mollusk," therevidae ,  alexander petrov onchidiidae ,  pontellidae ",Fish,http://dbpedia.org/ontology/Fish," Kyphosinae ,  Hippocampus severnsi ,  Emblemariopsis ruetzleri ",0
mollusk,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:mollusk," dasyaceae ,  veneriidae ,  trophoninae ",Insect,http://dbpedia.org/ontology/Insect," Pterocerina hendeli ,  Pachliopta kotzebuea ,  Cinara cupressi ",0
mollusk,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:mollusk," polioptilidae ,  glacidorboidea ,  erethizontidae ",Mollusca,http://dbpedia.org/ontology/Mollusca," Cranopsis decorata ,  Alvania imperspicua ,  Ovatipsa coloba ",1
monarch,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:monarch," software valentine ,  articles valentine ,  alfred hansen ",Beach,http://dbpedia.org/ontology/Beach,,0
monarch,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:monarch," much valentine ,  annual patriot ,  alfred polidan ",Coach,http://dbpedia.org/ontology/Coach," Mike Kelly (gridiron football) ,  Ryan Brownlee ,  Greg Youngblood ",0
monarch,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:monarch," alexander iii of macedon ,  alfred luna ,  alfred faris ",Monarch,http://dbpedia.org/ontology/Monarch," Pontius Pilate ,  Domitian ,  Salahuddin of Aceh ",1
monarch,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:monarch," marcellinus ,    valentine ,  alfred j  kwak ",Politician,http://dbpedia.org/ontology/Politician," J.-Eugène Bissonnette ,  Janet Dempsey Steiger ,  Don Willesee ",0
monarch,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:monarch," ireland mother ,  standard new year ,  upcoming new year ",Scientist,http://dbpedia.org/ontology/Scientist," Peter Bruce ,  I. Michael Lerner ,  Henry Deacon (industrialist) ",0
monument,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:monument," rio grande gorge state park ,  fredericksburg area museum ,  air museum planes of fame ",Continent,http://dbpedia.org/ontology/Continent," Latin America ,  Communication for social change ,  Mainland ",0
monument,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:monument," ranakpur jain temple ,  rocky neck state park ,  backlick stream valley park ",Instrument,http://dbpedia.org/ontology/Instrument,,0
monument,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:monument," pacific aviation museum ,  keizer area ,  savannah history museum ",Monument,http://dbpedia.org/ontology/Monument," Archdiocesan Marian Shrine ,  Commando Memorial ,  Los Angeles Police Department Memorial for Fallen Officers ",1
monument,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:monument," bellows falls area ,  richfield area ,  piper aviation museum ",Museum,http://dbpedia.org/ontology/Museum," Pinacoteca Giovanni Morscio ,  Moto Guzzi Museum ,  Carnegie Public Library (Tyler, Texas) ",0
monument,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:monument," deptford area ,  geneseo area ,  academy art museum ",Park,http://dbpedia.org/ontology/Park," Park im. Marszałka Józefa Piłsudskiego, Września ,  Abbotts Moss Nature Reserve ,  Brighton State Park ",0
monument,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:monument," amber fort ,  celebration area ,  independence seaport museum ",Park,http://dbpedia.org/ontology/Park," Charles H. Bronson State Forest ,  Jones Point ,  Gilnockie Provincial Park ",0
mountain,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:mountain," cornell peak ,  harcuvar peak ,  ellsworth mountains ",Country,http://dbpedia.org/ontology/Country," New Haven Colony ,  Free Territory of Trieste ,  An der Etsch ",0
mountain,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:mountain," mount gessi ,  el chich n ,  meridian peak ",Mountain,http://dbpedia.org/ontology/Mountain," Ghaamsberg ,  Mount Ester ,  Lagrange Peak ",1
mountain,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:mountain," fisher mountain ,  tod mountain ,  gunung baru ",MountainRange,http://dbpedia.org/ontology/MountainRange," Adelegg ,  Star Range ,  Tatlatui Range ",0
mountain,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:mountain," pomerol plateau ,  magaliesberg mountains ,  cherum peak ",SkiArea,http://dbpedia.org/ontology/SkiArea," Sweet Chalybeate Springs ,  Venus, Romania ,  North York Ski Centre ",0
mountainrange,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:mountainrange," robert h  meyer memorial ,  princess margaret range ,  western allegheny mountains ",Continent,http://dbpedia.org/ontology/Continent," Mafrica,  Eurasia ,  Karain semi-continent ",0
mountainrange,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:mountainrange," taconic mountains ,  pinaleno mountains ,  gunsight mountain ",Island,http://dbpedia.org/ontology/Island," Chañaral Island ,  Fraser Island (Nunavut) ,  Jiangxin Island ",0
mountainrange,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:mountainrange," pindos range ,  resting spring range ,  steamboat mountain ",Mountain,http://dbpedia.org/ontology/Mountain," Mount Eissinger ,  Olsen Peak ,  Sunnyslope Mountain ",0
mountainrange,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:mountainrange," khasi hills ,  caradon hill ,  sweetgrass arch ",MountainRange,http://dbpedia.org/ontology/MountainRange," Murovdag ,  Kispiox Range ,  Jampui Hills ",1
movie,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:movie," movie sudden impact ,  movie derailed ,  timecop ",Activity,http://dbpedia.org/ontology/Activity," Rodeo ,  Cubic chess ,  Chess ",0
movie,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:movie," movie scooby doo  and the legend of the vampire ,  movie analyze this ,  movie torque ",Film,http://dbpedia.org/ontology/Film," Drum Taps (film) ,  Serial (Bad) Weddings ,  Napoléon II l'Aiglon ",1
movie,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:movie," movie the host ,  the godfather ,  movie bullitt ",Newspaper,http://dbpedia.org/ontology/Newspaper," Mayihlome News ,  Nordhordland (newspaper) ,  Gazeta Telegraf ",0
movie,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:movie," blair witch project ,  paint splatters kitchen ,  movie stigmata ",Province,http://dbpedia.org/ontology/Province,,0
movie,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:movie," movie the elephant man ,  movie ed ,  mamma mia ",VideoGame,http://dbpedia.org/ontology/VideoGame," Achi (game) ,  Shula Bowl ,  Tony Hawk's Underground Pro ",0
muscle,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:muscle," pharyngeal muscle ,  prescription extent ,  the biceps and triceps ",Muscle,http://dbpedia.org/ontology/Muscle," Adductor muscles of the hip ,  Piriformis muscle ,  Tibialis anterior muscle ",1
muscle,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:muscle," carpi ulnaris ,  prescription group ,  prescription schools ",Museum,http://dbpedia.org/ontology/Museum," Museum of Sarajevo 1878–1918 ,  Angels Attic ,  TGC Press Media Museum ",0
muscle,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:muscle," prescription reflux ,  prescription phentermine tablets ,  prescription hand ",MusicGenre,http://dbpedia.org/ontology/MusicGenre," Minneapolis sound ,  Baggy ,  Canterbury scene ",0
museum,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:museum," chambers fine art ,  brooklands museum ,  ukulele hall of fame museum ",Magazine,http://dbpedia.org/ontology/Magazine," Esse arts + opinions ,  Comic Blade Masamune ,  Abedin Mahdavi ",0
museum,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:museum," saco museum ,  champaign county historical museum ,  shizuoka prefectural museum of art ",Muscle,http://dbpedia.org/ontology/Muscle," Levator veli palatini ,  Rectococcygeal muscle ,  Superior tarsal muscle ",0
museum,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:museum," metropolitan museum of art new york ,  weaving art museum and research institute ,  rosenwald wolf gallery ",Museum,http://dbpedia.org/ontology/Museum," Musée du Cinéma – Henri Langlois ,  Mykonos Folklore Museum ,  Historical and Folklore Museum of Corinth ",1
museum,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:museum," george eastman house ,  ballymoney museum ,  n7 home ",TelevisionShow,http://dbpedia.org/ontology/TelevisionShow," The Flockton Flyer ,  2012 Rugby Championship ,  Warwickshire ring ",0
musicalbum,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:musicalbum," land of the brave ,  further down the spiral ,  forty five days ",Album,http://dbpedia.org/ontology/Album," The Seer (Big Country album) ,  And the Land of Fake Believe ,  Holy Night (album) ",1
musicalbum,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:musicalbum," run to your grave ,  boulevard pol pot ,  nothing like the sun ",Muscle,http://dbpedia.org/ontology/Muscle," Brachioradialis ,  Extensor pollicis brevis muscle ,  Tibialis anterior muscle ",0
musicalbum,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:musicalbum," get a grip ,  it s now or never ,  i heard they suck live ",Museum,http://dbpedia.org/ontology/Museum," Maison Saint-Gabriel ,  Indian Institute of Petroleum ,  Memorial Art Gallery ",0
musicalbum,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:musicalbum," ring personal homemade album ,  past 5 years ,  twilight of the idols ",MusicalArtist,http://dbpedia.org/ontology/MusicalArtist," Peg Leg Sam ,  Alfred Jean Baptiste Lemaire ,  Whip (musician) ",0
musicalbum,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:musicalbum," journey s end ,  some years ,  check your head ",MusicGenre,http://dbpedia.org/ontology/MusicGenre," Glam metal ,  Jaitsri ,  Gaslamp fantasy ",0
musicalbum,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:musicalbum," fourteen years ,  blackjazz ,  ray of light ",TelevisionShow,http://dbpedia.org/ontology/TelevisionShow," Dragons et princesses ,  GOST 7396 ,  Cotti e mangiati ",0
musicalbum,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:musicalbum," day of the damned ,  three full months ,  beyond the veil ",VideoGame,http://dbpedia.org/ontology/VideoGame," Battle of Britain (video game) ,  X-Scape ,  Incubation: Time Is Running Out ",0
musicartist,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:musicartist," christina aguilera lyrics new lyrics new albums top lyrics ,  chronic future ,  the hi los ",Award,http://dbpedia.org/ontology/Award," Pacific Music Awards ,  Sporting News College Football Coach of the Year ,  Golden Foot ",0
musicartist,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:musicartist," ariel pink ,  the mullet heads ,  takaru ",Bird,http://dbpedia.org/ontology/Bird," Black-chested buzzard-eagle ,  Orthonyx hypsilophus ,  Common potoo ",0
musicartist,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:musicartist," beseech ,  maybeshewill ,  the duncan sisters ",MusicalArtist,http://dbpedia.org/ontology/MusicalArtist," Josh Ramsay ,  Hassaan Egzaar Chenani ,  Takis Biniaris ",1
musicartist,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:musicartist," blessed by a broken heart ,  the thelonious monk quartet ,  the wil seabrook band ",MusicFestival,http://dbpedia.org/ontology/MusicFestival," August Blues Festival ,  Electricity sector in Paraguay ,  Australia in the ABU Radio Song Festival ",0
musicartist,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:musicartist," herederos de una venganza ,  the wilkinsons ,  the london philharmonic orches ",MusicGenre,http://dbpedia.org/ontology/MusicGenre," Kacapi suling ,  Chanson d'aventure ,  Human rights literature ",0
musicartist,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:musicartist," the blue van ,  the heartaches ,  the almighty fathers ",Scientist,http://dbpedia.org/ontology/Scientist," Csaba Pléh ,  Giuseppe Mercalli ,  John Woodland Hastings ",0
musicfestival,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:musicfestival," anuahac texas gator festival ,  delft chamber music festival ,  hartstock music festival ",Convention,http://dbpedia.org/ontology/Convention," 32nd World Science Fiction Convention ,  Houston Science Fiction Society ,  National Arts Festival ",0
musicfestival,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:musicfestival," lossiemouth folk club festival ,  gardena heritage festival ,  harbour festival ",FilmFestival,http://dbpedia.org/ontology/FilmFestival," Imagine Film Festival ,  1st Moscow Jewish Film Festival ,  Cinema in Sneakers (film festival) ",0
musicfestival,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:musicfestival," alamos mexico music festival ,  blossom festival ,  international piano music festival ",MusicalArtist,http://dbpedia.org/ontology/MusicalArtist," Milt Herth ,  Allan Smethurst ,  Stuart Braithwaite ",0
musicfestival,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:musicfestival," riviera maya jazz festival ,  marymoor blues festival ,  bi annual meeting ",MusicFestival,http://dbpedia.org/ontology/MusicFestival," Iran in the Bala Turkvision Song Contest ,  Beverley Folk Festival ,  1971 Amateur World Series ",1
musicfestival,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:musicfestival," crash music festival ,  kristianstad international jazz festival ,  phuket vegetarian festival ",MusicGenre,http://dbpedia.org/ontology/MusicGenre," Iambus (genre) ,  Shahana ,  Steampunk fashion ",0
musicgenre,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:musicgenre," christian rock funk ,  geek rock ,  death doom metal ",Album,http://dbpedia.org/ontology/Album," Sail On (Muddy Waters album) ,  Tour Fantasía Pop ,  Deka Endoles ",0
musicgenre,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:musicgenre," u s  metal ,  additional metal ,  african american music ",Muscle,http://dbpedia.org/ontology/Muscle," Iris sphincter muscle ,  Chondroglossus ,  Prevertebral muscles ",0
musicgenre,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:musicgenre," terrific rock ,  electric folk ,  beatwithjoecrows ",MusicalArtist,http://dbpedia.org/ontology/MusicalArtist," John Kerr (singer) ,  Liz Tilton ,  Adnan Şenses ",0
musicgenre,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:musicgenre," drone doom metal ,  n8 rock ,  such rock ",MusicFestival,http://dbpedia.org/ontology/MusicFestival," Allies of World War I ,  Cloughtoberfest ,  Heritage Festival ",0
musicgenre,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:musicgenre," comments rock ,  intermediate rock ,  blackened speed metal ",MusicGenre,http://dbpedia.org/ontology/MusicGenre," Maqam al-iraqi ,  Nihonjinron ,  Chouval bwa ",1
musicinstrument,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:musicinstrument," sitars ,  contradictory role ,  real important role ",Beverage,http://dbpedia.org/ontology/Beverage," Seasonal beer ,  Latte macchiato ,  Velkopopovický Kozel ",0
musicinstrument,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:musicinstrument," bicycle horns ,  topshur ,  pan pipes ",Instrument,http://dbpedia.org/ontology/Instrument,,1
musicinstrument,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:musicinstrument," emotive guitar ,  principal oboe ,  ghatam ",Monument,http://dbpedia.org/ontology/Monument," Despot Stefan Lazarević Memorial ,  Lifeboat Memorial, Lytham ,  Mint Clock Tower, Chennai ",0
musicinstrument,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:musicinstrument," acoustic ballads ,  yamaha keyboards ,  giant role ",MusicalArtist,http://dbpedia.org/ontology/MusicalArtist," Dave Pomeroy ,  Helen Donaldson ,  Immi ",0
musicinstrument,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:musicinstrument," viola da gamba ,  solo tuba ,  pan pipes ",MusicFestival,http://dbpedia.org/ontology/MusicFestival," Malaysia in the ABU Radio Song Festival ,  The Big Wu Family Reunion ,  Toronto Summer Music Festival ",0
musicinstrument,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:musicinstrument," sad tune ,  little whistle ,  influential role ",MusicGenre,http://dbpedia.org/ontology/MusicGenre," Ripsaw music ,  LGBT hip hop ,  Partimen ",0
musicinstrument,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:musicinstrument," multi faceted role ,  contents summary ,  appreciable role ",Planet,http://dbpedia.org/ontology/Planet," 75 Eurydike ,  1185 Nikko ,  88 Thisbe ",0
musicinstrument,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:musicinstrument," tissue blocks ,  normal electric guitar ,  several instruments ",Protein,http://dbpedia.org/ontology/Protein," FRS3 ,  OGT (gene) ,  EIF3A ",0
musicsong,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:musicsong," particular question ,  back to you ,  work to do ",Disease,http://dbpedia.org/ontology/Disease," Lelis syndrome ,  List of cults of personality ,  Arrow information paradox ",0
musicsong,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:musicsong," love is in the air ,  wipe out ,  if i could only be with you ",Muscle,http://dbpedia.org/ontology/Muscle," Depressor septi nasi muscle ,  Extensor digitorum longus muscle ,  Urethral sphincter ",0
musicsong,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:musicsong," this old house ,  questions members ,  copyright issues ",MusicFestival,http://dbpedia.org/ontology/MusicFestival," Bach festival ,  Eistnaflug ,  Vandalia Gathering ",0
musicsong,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:musicsong," street scenes subject ,  family ,  love makes us what we wanted to be ",MusicGenre,http://dbpedia.org/ontology/MusicGenre," Kansas City jazz ,  Death metal ,  Comic song ",0
musicsong,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:musicsong," love you so ,  love me tender ,  sad eyes ",Song,http://dbpedia.org/ontology/Song," Colors of the Wind ,  Yaz Bitti ,  Supper's Ready ",1
newspaper,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:newspaper," itg journal ,  fine cooking magazine ,  black collegian magazine ",Magazine,http://dbpedia.org/ontology/Magazine," Tux Magazine ,  Hell Gap complex ,  International Policy Digest ",0
newspaper,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:newspaper," valencia news bulletin ,  mansfield news ,  post dispatch ",Newspaper,http://dbpedia.org/ontology/Newspaper," List of NME number-one singles of the 1960s ,  Crêpe paper ,  The Cambridge Student ",1
newspaper,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:newspaper," modern language journal ,  the washington times ,  east peoria times courier ",Park,http://dbpedia.org/ontology/Park," Joseph Grimaldi Park ,  Zhongshan Park (Beijing) ,  Clairmont Park ",0
newspaper,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:newspaper," northshore magazine ,  okeechobee news ,  chapel hill news village advocate ",Park,http://dbpedia.org/ontology/Park," Shark River Park ,  Caldy Hill ,  South Bank Parklands ",0
